,wd,ws,freq_val
153.0,30.0,18.0,0.00021183678790248988
154.0,30.0,19.0,0.00019010993786120888
155.0,30.0,20.0,0.00019554165037152912
156.0,30.0,21.0,0.00010863425020640508
157.0,30.0,22.0,0.00010863425020640508
158.0,30.0,23.0,9.233911267544432e-05
159.0,30.0,24.0,2.715856255160127e-05
160.0,30.0,25.0,2.1726850041281015e-05
161.0,35.0,3.0,0.0006192152261765089
162.0,35.0,4.0,0.0007169860513622735
163.0,35.0,5.0,0.000749576326424195
164.0,35.0,6.0,0.0008745057141615609
165.0,35.0,7.0,0.0010102985269195672
166.0,35.0,8.0,0.0010809107895537306
167.0,35.0,9.0,0.0008473471516099595
168.0,35.0,10.0,0.0006898274888106722
169.0,35.0,11.0,0.0006681006387693913
170.0,35.0,12.0,0.0005486029635423457
171.0,35.0,13.0,0.00039651501325337855
172.0,35.0,14.0,0.0002824490505366532
173.0,35.0,15.0,0.00022813192543345067
174.0,35.0,16.0,0.00018467822535088863
175.0,35.0,17.0,0.0001629513753096076
176.0,35.0,18.0,0.00011406596271672534
177.0,35.0,19.0,0.00015208795028896711
178.0,35.0,20.0,0.00015208795028896711
179.0,35.0,21.0,7.06122626341633e-05
180.0,35.0,22.0,0.00010863425020640508
181.0,35.0,23.0,8.14756876548038e-05
182.0,35.0,24.0,7.06122626341633e-05
183.0,35.0,25.0,3.802198757224178e-05
184.0,40.0,3.0,0.0006572372137487507
185.0,40.0,4.0,0.0007169860513622735
186.0,40.0,5.0,0.0007604397514448355
187.0,40.0,6.0,0.0008527788641202799
188.0,40.0,7.0,0.0009668448268370051
189.0,40.0,8.0,0.0008962325642028418
190.0,40.0,9.0,0.0007930300265067571
191.0,40.0,10.0,0.0006789640637900317
192.0,40.0,11.0,0.0005431712510320254
193.0,40.0,12.0,0.000597488376135228
194.0,40.0,13.0,0.00039651501325337855
195.0,40.0,14.0,0.0002715856255160127
196.0,40.0,15.0,0.00019554165037152912
197.0,40.0,16.0,0.00022813192543345067
198.0,40.0,17.0,0.0001629513753096076
199.0,40.0,18.0,7.604397514448356e-05
200.0,40.0,19.0,0.00010863425020640508
201.0,40.0,20.0,5.431712510320254e-05
202.0,40.0,21.0,8.14756876548038e-05
203.0,40.0,22.0,8.690740016512406e-05
204.0,40.0,23.0,5.974883761352279e-05
205.0,40.0,24.0,0.00012492938773736584
206.0,40.0,25.0,4.345370008256203e-05
207.0,45.0,3.0,0.0007006909138313127
208.0,45.0,4.0,0.000684395776300352
209.0,45.0,5.0,0.0008799374266718811
210.0,45.0,6.0,0.0008745057141615609
211.0,45.0,7.0,0.0007169860513622735
212.0,45.0,8.0,0.000771303176465476
213.0,45.0,9.0,0.0008853691391822014
214.0,45.0,10.0,0.0006735323512797115
215.0,45.0,11.0,0.0006300786511971494
216.0,45.0,12.0,0.0005920566636249076
217.0,45.0,13.0,0.00039108330074305825
218.0,45.0,14.0,0.00038021987572241776
219.0,45.0,15.0,0.00024442706296441143
220.0,45.0,16.0,0.000298744188067614
221.0,45.0,17.0,0.00013579281275800635
222.0,45.0,18.0,0.00010320253769608482
223.0,45.0,19.0,9.777082518576456e-05
224.0,45.0,20.0,8.690740016512406e-05
225.0,45.0,21.0,6.518055012384304e-05
226.0,45.0,22.0,7.06122626341633e-05
227.0,45.0,23.0,4.345370008256203e-05
228.0,45.0,24.0,5.431712510320254e-05
229.0,45.0,25.0,2.1726850041281015e-05
230.0,50.0,3.0,0.000662668926259071
231.0,50.0,4.0,0.0007875983139964368
232.0,50.0,5.0,0.0008310520140789988
233.0,50.0,6.0,0.0007115543388519532
234.0,50.0,7.0,0.0007875983139964368
235.0,50.0,8.0,0.0008582105766306001
236.0,50.0,9.0,0.0008419154390996393
237.0,50.0,10.0,0.0006681006387693913
238.0,50.0,11.0,0.0006137835136661887
239.0,50.0,12.0,0.0005377395385217052
240.0,50.0,13.0,0.00042910528831530007
241.0,50.0,14.0,0.0003259027506192152
242.0,50.0,15.0,0.0003530613131708165
243.0,50.0,16.0,0.00023356363794377092
244.0,50.0,17.0,0.0002227002129231304
245.0,50.0,18.0,0.00017924651284056836
246.0,50.0,19.0,0.00017924651284056836
247.0,50.0,20.0,9.233911267544432e-05
248.0,50.0,21.0,0.00011406596271672534
249.0,50.0,22.0,0.00010320253769608482
250.0,50.0,23.0,9.777082518576456e-05
251.0,50.0,24.0,7.604397514448356e-05
252.0,50.0,25.0,4.888541259288228e-05
253.0,55.0,3.0,0.0006572372137487507
